Date;Time;Method;Sample;Na0;Na1;Unit
10.07.2020;14:13:43;4 mial01;795;1,489;1,277;%
10.07.2020;14:13:53;4 mial01;796;1,507;1,223;%
10.07.2020;14:14:03;4 mial01;797;1,478;1,173;%
10.07.2020;14:14:13;4 mial01;798;1,494;1,24;%
10.07.2020;14:14:23;4 mial01;799;1,507;1,308;%
10.07.2020;14:14:33;4 mial01;800;1,534;1,315;%
10.07.2020;14:14:43;4 mial01;801;1,526;1,338;%
10.07.2020;14:14:53;4 mial01;802;1,503;1,279;%
10.07.2020;14:15:03;4 mial01;803;1,463;1,277;%
10.07.2020;14:15:13;4 mial01;804;1,469;1,383;%
10.07.2020;14:15:23;4 mial01;805;1,522;1,433;%
10.07.2020;14:15:33;4 mial01;806;1,554;1,438;%
10.07.2020;14:15:43;4 mial01;807;1,536;1,466;%
10.07.2020;14:15:53;4 mial01;808;1,514;1,433;%
10.07.2020;14:16:03;4 mial01;809;1,52;1,393;%
10.07.2020;14:16:13;4 mial01;810;1,514;1,391;%
10.07.2020;14:16:23;4 mial01;811;1,541;1,383;%
10.07.2020;14:16:33;4 mial01;812;1,486;1,308;%
10.07.2020;14:16:43;4 mial01;813;1,457;1,288;%
10.07.2020;14:16:53;4 mial01;814;1,451;1,341;%
10.07.2020;14:17:03;4 mial01;815;1,492;1,422;%
10.07.2020;14:17:13;4 mial01;816;1,497;1,439;%
10.07.2020;14:17:23;4 mial01;817;1,546;1,496;%
10.07.2020;14:17:33;4 mial01;818;1,484;1,429;%
10.07.2020;14:17:43;4 mial01;819;1,177;1,153;%
10.07.2020;14:17:53;4 mial01;820;2,304;2,448;%
10.07.2020;14:18:03;4 mial01;821;2,589;2,829;%
10.07.2020;14:18:13;4 mial01;822;1,954;2,163;%
10.07.2020;14:18:40;4 mial01;823;0,106;0,165;%
10.07.2020;14:18:43;4 mial01;824;0,129;0,192;%
10.07.2020;14:18:53;4 mial01;825;0,296;0,365;%
10.07.2020;14:19:03;4 mial01;826;0,483;0,516;%
10.07.2020;14:19:13;4 mial01;827;0,619;0,57;%
10.07.2020;14:19:23;4 mial01;828;0,703;0,598;%
10.07.2020;14:19:33;4 mial01;829;0,701;0,598;%
10.07.2020;14:19:43;4 mial01;830;0,749;0,635;%
10.07.2020;14:19:53;4 mial01;831;0,766;0,622;%
10.07.2020;14:20:03;4 mial01;832;0,77;0,581;%
10.07.2020;14:20:13;4 mial01;833;0,765;0,599;%
10.07.2020;14:20:23;4 mial01;834;0,756;0,607;%
10.07.2020;14:20:33;4 mial01;835;0,768;0,621;%
10.07.2020;14:20:43;4 mial01;836;0,756;0,589;%
10.07.2020;14:20:53;4 mial01;837;0,786;0,671;%
10.07.2020;14:21:03;4 mial01;838;0,764;0,692;%
10.07.2020;14:21:13;4 mial01;839;0,793;0,7;%
10.07.2020;14:21:23;4 mial01;840;0,786;0,659;%
10.07.2020;14:21:33;4 mial01;841;0,768;0,642;%
10.07.2020;14:21:43;4 mial01;842;0,804;0,696;%
10.07.2020;14:21:53;4 mial01;843;0,758;0,638;%
10.07.2020;14:22:03;4 mial01;844;0,794;0,618;%
10.07.2020;14:22:13;4 mial01;845;0,773;0,555;%
10.07.2020;14:22:23;4 mial01;846;0,748;0,523;%
10.07.2020;14:22:33;4 mial01;847;0,758;0,549;%
10.07.2020;14:22:43;4 mial01;848;0,759;0,576;%
10.07.2020;14:22:53;4 mial01;849;0,748;0,563;%
10.07.2020;14:23:03;4 mial01;850;0,803;0,607;%
10.07.2020;14:23:13;4 mial01;851;0,773;0,67;%
10.07.2020;14:23:23;4 mial01;852;0,737;0,698;%
10.07.2020;14:23:33;4 mial01;853;0,757;0,707;%
10.07.2020;14:23:43;4 mial01;854;0,791;0,746;%
10.07.2020;14:23:53;4 mial01;855;0,696;0,661;%
10.07.2020;14:24:03;4 mial01;856;1,595;1,645;%
10.07.2020;14:24:13;4 mial01;857;2,525;2,668;%
10.07.2020;14:24:23;4 mial01;858;1,783;1,929;%
10.07.2020;14:24:33;4 mial01;859;1,453;1,633;%
10.07.2020;14:24:43;4 mial01;860;0,74;0,935;%
10.07.2020;14:24:53;4 mial01;861;0,003;0,217;%
10.07.2020;14:25:03;4 mial01;862;0,138;0,323;%
10.07.2020;14:25:13;4 mial01;863;0,282;0,375;%
10.07.2020;14:25:23;4 mial01;864;0,42;0,482;%
10.07.2020;14:25:33;4 mial01;865;0,508;0,577;%
10.07.2020;14:25:43;4 mial01;866;0,553;0,601;%
10.07.2020;14:25:53;4 mial01;867;0,591;0,637;%
10.07.2020;14:26:03;4 mial01;868;0,682;0,709;%
10.07.2020;14:26:13;4 mial01;869;0,673;0,669;%
10.07.2020;14:26:23;4 mial01;870;0,643;0,672;%
10.07.2020;14:26:33;4 mial01;871;0,623;0,625;%
10.07.2020;14:26:43;4 mial01;872;0,652;0,599;%
10.07.2020;14:26:53;4 mial01;873;0,681;0,653;%
10.07.2020;14:27:03;4 mial01;874;0,647;0,597;%
10.07.2020;14:27:13;4 mial01;875;0,658;0,612;%
10.07.2020;14:27:23;4 mial01;876;0,7;0,679;%
10.07.2020;14:27:33;4 mial01;877;0,66;0,599;%
10.07.2020;14:27:43;4 mial01;878;0,698;0,623;%
10.07.2020;14:27:53;4 mial01;879;0,672;0,631;%
10.07.2020;14:28:03;4 mial01;880;0,655;0,542;%
10.07.2020;14:28:13;4 mial01;881;0,666;0,495;%
10.07.2020;14:28:23;4 mial01;882;0,646;0,516;%
10.07.2020;14:28:33;4 mial01;883;0,648;0,503;%
10.07.2020;14:28:43;4 mial01;884;0,664;0,519;%
10.07.2020;14:28:53;4 mial01;885;0,653;0,561;%
10.07.2020;14:29:03;4 mial01;886;0,688;0,578;%
10.07.2020;14:29:13;4 mial01;887;0,713;0,583;%
10.07.2020;14:29:23;4 mial01;888;0,675;0,537;%
10.07.2020;14:29:33;4 mial01;889;0,669;0,517;%
10.07.2020;14:29:43;4 mial01;890;0,67;0,5;%
10.07.2020;14:29:53;4 mial01;891;0,664;0,459;%
10.07.2020;14:30:03;4 mial01;892;0,662;0,425;%
10.07.2020;14:30:13;4 mial01;893;0,662;0,429;%
10.07.2020;14:30:23;4 mial01;894;0,66;0,489;%
10.07.2020;14:30:33;4 mial01;895;0,612;0,47;%
10.07.2020;14:30:43;4 mial01;896;2,229;2,092;%
10.07.2020;14:30:53;4 mial01;897;2,24;2,104;%
